ID,SMILES,IC50(nM)
BDBM154989,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1,9.1
BDBM154991,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccc(F)cc2F)cc1,1.2
BDBM154988,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,15.8
BDBM154984,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2cccc(Cl)c2)cc1,3.9
BDBM154986,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccccc2C(F)(F)F)cc1,1.3
BDBM154983,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccccc2Cl)cc1,0.7
BDBM154987,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccccc2OC(F)(F)F)cc1,1.0
BDBM155035,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(C)(=O)=O)cc1,32.5
BDBM155039,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(C)(=O)=O)cn1,629.5
BDBM50397638,Cc1c(CC(=O)O)cc2ccc(F)cc2c1Oc1ncc(S(C)(=O)=O)cc1Br,0.02
BDBM50401120,Cc1c(CC2=NN(Cc3ccc(F)cc3F)C(=O)CC2)c2cc(F)ccc2n1CC(=O)O,4.0
BDBM50401121,Cc1c(CC2=NN(Cc3ccccc3)C(=O)CC2)c2cc(F)ccc2n1CC(=O)O,16.0
BDBM50397655,Cc1c(CCN(C)S(=O)(=O)c2ccc(F)cc2)c2ccccc2n1CC(=O)O,34.0
BDBM50034876,Cc1c(Cc2cc(Br)ccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,3.9
BDBM50034877,Cc1c(Cc2cc(C#N)ccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,28.0
BDBM50444807,Cc1c(Cc2cc(F)ccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,160.0
BDBM50034833,Cc1c(Cc2cc(F)ccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,3.7
BDBM466839,Cc1c(Cc2cc3c(cc2C(F)(F)F)S(=O)(=O)CCC3(F)F)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466840,Cc1c(Cc2cc3c(cc2C(F)(F)F)S(=O)(=O)N(C)CC3(F)F)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466852,Cc1c(Cc2cc3c(cc2F)S(=O)(=O)N(C)CC3(F)F)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM50006863,Cc1c(Cc2ccc(=O)n(C(C)C)c2)c2cc(F)ccc2n1CC(=O)O,137.0
BDBM50006874,Cc1c(Cc2ccc(=O)n(CC(F)(F)F)c2)c2cc(F)ccc2n1CC(=O)O,52.0
BDBM50006876,Cc1c(Cc2ccc(=O)n(CC(F)(F)F)n2)c2cc(F)ccc2n1CC(=O)O,18.0
BDBM50006871,Cc1c(Cc2ccc(=O)n(CCCC(F)(F)F)c2)c2cc(F)ccc2n1CC(=O)O,150.0
BDBM50006873,Cc1c(Cc2ccc(=O)n(CCCC(F)(F)F)n2)c2cc(F)ccc2n1CC(=O)O,11.0
BDBM50006892,Cc1c(Cc2ccc(=O)n(Cc3c(F)cccc3F)c2)c2cc(F)ccc2n1CC(=O)O,7.0
BDBM50006893,Cc1c(Cc2ccc(=O)n(Cc3c(F)cccc3F)n2)c2cc(F)ccc2n1CC(=O)O,5.0
BDBM50401116,Cc1c(Cc2ccc(=O)n(Cc3cc(F)c(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,0.8
BDBM50006890,Cc1c(Cc2ccc(=O)n(Cc3cc(F)ccc3F)c2)c2cc(F)ccc2n1CC(=O)O,8.0
BDBM50006891,Cc1c(Cc2ccc(=O)n(Cc3cc(F)ccc3F)n2)c2cc(F)ccc2n1CC(=O)O,2.0
BDBM50401118,Cc1c(Cc2ccc(=O)n(Cc3ccc(C(C)(C)O)cc3)n2)c2cc(F)ccc2n1CC(=O)O,5.0
BDBM50401112,Cc1c(Cc2ccc(=O)n(Cc3ccc(C(F)(F)F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,16.0
BDBM50401111,Cc1c(Cc2ccc(=O)n(Cc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,7.0
BDBM50006894,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3)c2)c2cc(F)ccc2n1CC(=O)O,3.0
BDBM50006895,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,6.0
BDBM50006880,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)c2)c2cc(F)ccc2n1CC(=O)O,4.0
BDBM50401109,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)cc(F)c2n1CC(=O)O,28.0
BDBM50401097,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,1.6
BDBM50401114,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2ccccc2n1CC(=O)O,20.0
BDBM50006896,Cc1c(Cc2ccc(=O)n(Cc3cccc(F)c3)c2)c2cc(F)ccc2n1CC(=O)O,4.0
BDBM50006897,Cc1c(Cc2ccc(=O)n(Cc3cccc(F)c3)n2)c2cc(F)ccc2n1CC(=O)O,8.0
BDBM50006915,Cc1c(Cc2ccc(=O)n(Cc3cccc(F)c3F)c2)c2cc(F)ccc2n1CC(=O)O,0.8
BDBM50006900,Cc1c(Cc2ccc(=O)n(Cc3ccccc3)c2)c2cc(F)ccc2n1CC(=O)O,11.0
BDBM50401115,Cc1c(Cc2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,15.0
BDBM50401122,Cc1c(Cc2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)O,9.5
BDBM50401110,Cc1c(Cc2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,32.0
BDBM50006898,Cc1c(Cc2ccc(=O)n(Cc3ccccc3F)c2)c2cc(F)ccc2n1CC(=O)O,8.0
BDBM50006899,Cc1c(Cc2ccc(=O)n(Cc3ccccc3F)n2)c2cc(F)ccc2n1CC(=O)O,3.0
BDBM50401113,Cc1c(Cc2ccc(=O)n(Cc3ccncc3)n2)c2cc(F)ccc2n1CC(=O)O,12.0
BDBM50401117,Cc1c(Cc2ccc(=O)n(Cc3ccncc3F)n2)c2cc(F)ccc2n1CC(=O)O,6.0
BDBM50444810,Cc1c(Cc2ccc(C(=O)O)cc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,400.0
BDBM50034819,Cc1c(Cc2ccc(C(=O)O)cc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,19.0
BDBM50444812,Cc1c(Cc2ccc(C(F)(F)F)cc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,450.0
BDBM50034814,Cc1c(Cc2ccc(C(F)(F)F)cc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,13.0
BDBM50034898,Cc1c(Cc2ccc(S(=O)(=O)Cc3ccccc3)cc2)c2c(n1CC(=O)O)CCN=C2O,3.0
BDBM50034897,Cc1c(Cc2ccc(S(=O)(=O)c3ccccc3)cc2)c2c(n1CC(=O)O)CCN=C2O,170.0
BDBM50034895,Cc1c(Cc2ccc(S(C)(=O)=O)cc2)c2c(n1CC(=O)O)CCN=C2O,900.0
BDBM50397646,Cc1c(Cc2ccc(S(C)(=O)=O)cc2)c2cc(F)ccc2n1CC(=O)O,8.0
BDBM466854,Cc1c(Cc2ccc3c(c2)C(F)(F)CCS3(=O)=O)c2ncccc2n1CC(=O)O,550.0
BDBM466820,Cc1c(Cc2ccc3c(c2)C=CS3(=O)=O)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466831,Cc1c(Cc2ccc3c(c2)CCS3(=O)=O)c2cc(Br)ccc2n1CC(=O)O,550.0
BDBM466827,Cc1c(Cc2ccc3c(c2)CCS3(=O)=O)c2cc(Cl)ccc2n1CC(=O)O,550.0
BDBM466819,Cc1c(Cc2ccc3c(c2)CCS3(=O)=O)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466833,Cc1c(Cc2ccc3c(c2)CCS3(=O)=O)c2cc([N+](=O)[O-])ccc2n1CC(=O)O,550.0
BDBM466826,Cc1c(Cc2ccc3c(c2)CCS3(=O)=O)c2ccccc2n1CC(=O)O,550.0
BDBM466824,Cc1c(Cc2ccc3c(c2)N(C)S(=O)(=O)C=C3)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466822,Cc1c(Cc2ccc3c(c2)S(=O)(=O)C(F)(F)C3F)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466849,Cc1c(Cc2ccc3c(c2)S(=O)(=O)CC3)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM50397647,Cc1c(Cc2ccc3ccccc3c2)c2cc(F)ccc2n1CC(=O)O,812.0
BDBM50296977,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,35.0
BDBM466825,Cc1c(Cc2cccc3c2CCS3(=O)=O)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466850,Cc1c(Cc2cccc3c2S(=O)(=O)CC3)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM50034905,Cc1c(Cc2ccccc2-c2cccc3ccccc23)c2c(n1CC(=O)O)CCN=C2O,480.0
BDBM50034901,Cc1c(Cc2ccccc2C(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,810.0
BDBM50034902,Cc1c(Cc2ccccc2C(O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,32.0
BDBM50034903,Cc1c(Cc2ccccc2Cc2ccccc2)c2c(n1CC(=O)O)CCN=C2O,120.0
BDBM50034899,Cc1c(Cc2ccccc2Cn2ccnn2)c2c(n1CC(=O)O)CCN=C2O,800.0
BDBM50034906,Cc1c(Cc2ccccc2Oc2ccccc2)c2c(n1CC(=O)O)CCN=C2O,530.0
BDBM50034892,Cc1c(Cc2ccccc2S(=O)(=O)C2CCCCC2)c2c(n1CC(=O)O)CCN=C2O,28.0
BDBM50444789,Cc1c(Cc2ccccc2S(=O)(=O)Cc2ccccc2)c(-c2ccccc2)nn1CC(=O)O,110.0
BDBM50034894,Cc1c(Cc2ccccc2S(=O)(=O)N(C)Cc2ccccc2)c2c(n1CC(=O)O)CCN=C2O,26.0
BDBM50034893,Cc1c(Cc2ccccc2S(=O)(=O)N2CCOCC2)c2c(n1CC(=O)O)CCN=C2O,22.0
BDBM50444794,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(Cl)cc2)c(-c2ccccc2)nn1CC(=O)O,110.0
BDBM50034886,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(Cl)cc2)c2c(n1CC(=O)O)CCN=C2O,8.5
BDBM50444781,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c(-c2ccccc2)nn1CC(=O)O,40.0
BDBM50034914,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CC(C)(C)N=C2O,5.0
BDBM50154806,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CCCC2,104.0
BDBM50154805,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CCCC2=O,2.0
BDBM50034885,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2c(n1CC(=O)O)CCN=C2O,3.3
BDBM50154809,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)nc(-c2ccccc2)n1CC(=O)O,8.0
BDBM50444791,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(N(C)C)cc2)c(-c2ccccc2)nn1CC(=O)O,450.0
BDBM50444792,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(OC(F)(F)F)cc2)c(-c2ccccc2)nn1CC(=O)O,470.0
BDBM50034888,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(OC(F)(F)F)cc2)c2c(n1CC(=O)O)CCN=C2O,6.6
BDBM50444790,Cc1c(Cc2ccccc2S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)nn1CC(=O)O,4000.0
BDBM50444798,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(C(=O)N(C)C)c2)c(-c2ccccc2)nn1CC(=O)O,5000.0
BDBM50444801,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(C(F)(F)F)c2)c(-c2ccccc2)nn1CC(=O)O,1100.0
BDBM50444802,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(Cl)c2)c(-c2ccccc2)nn1CC(=O)O,230.0
BDBM50034882,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(Cl)c2)c2c(n1CC(=O)O)CCN=C2O,4.0
BDBM50444803,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(F)c2)c(-c2ccccc2)nn1CC(=O)O,200.0
BDBM50034881,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc(F)c2)c2c(n1CC(=O)O)CCN=C2O,6.2
BDBM50444788,Cc1c(Cc2ccccc2S(=O)(=O)c2cccc3cccnc23)c(-c2ccccc2)nn1CC(=O)O,270.0
BDBM50444784,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2cc(Cl)ccc2Cl)nn1CC(=O)O,5000.0
BDBM50444780,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2cccc(C(F)(F)F)c2)nn1CC(=O)O,50.0
BDBM50444782,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,85.0
BDBM50444785,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccncc2)nn1CC(=O)O,300.0
BDBM50444786,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2cncnc2)nn1CC(=O)O,87.0
BDBM50154812,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1CC(=O)O,970.0
BDBM50444783,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(C(=O)N2CCOCC2)nn1CC(=O)O,440.0
BDBM50034919,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(=O)n(C(F)F)ccc2n1CC(=O)O,2.2
BDBM50034918,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(=O)n(C)ccc2n1CC(=O)O,4.9
BDBM50034916,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(Cl)nccc2n1CC(=O)O,16.0
BDBM50034917,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(O)nccc2n1CC(=O)O,8.6
BDBM50034812,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CC(C)(C)N=C2O,4.2
BDBM50034913,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(C(C)C(F)(F)F)C2=O,6.0
BDBM50034911,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(C(C)C)C2=O,9.0
BDBM50034907,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(C)C2=O,7.0
BDBM50034909,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN(Cc1ccccc1)C2=O,1.5
BDBM50034809,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1CC(=O)O)CCN=C2O,4.95
BDBM50034889,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1[C@@H](C)C(=O)O)CCN=C2O,91.0
BDBM50034890,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2c(n1[C@H](C)C(=O)O)CCN=C2O,430.0
BDBM50434451,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c2cc(F)ccc2n1CC(=O)O,9.5
BDBM50444813,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2F)c(-c2ccccc2)nn1CC(=O)O,110.0
BDBM50034880,Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2F)c2c(n1CC(=O)O)CCN=C2O,3.6
BDBM50444808,Cc1c(Cc2ccncc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,2000.0
BDBM50397649,Cc1c(Cc2nc3ccccc3s2)c2cc(F)ccc2n1CC(=O)O,343.0
BDBM50401125,Cc1c(Cc2nn(Cc3ccccc3)c(=O)c3ccccc23)c2cc(Cl)ccc2n1CC(=O)O,29.0
BDBM155012,Cc1c(Cl)cccc1NS(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,6.7
BDBM155025,Cc1c(Cl)cccc1NS(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(F)cc23)cc1,0.9
BDBM50357112,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,1.3
BDBM50357146,Cc1c(Oc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,4.0
BDBM50357142,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,3.5
BDBM50357141,Cc1c(Oc2ccc(Cl)cc2)c2cc(C(F)(F)F)ccc2n1CC(=O)O,11.0
BDBM50357140,Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,5.0
BDBM50357136,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,7.9
BDBM50357133,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,7.1
BDBM50357125,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,1.0
BDBM50357127,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,0.6
BDBM50357124,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3nccs3)cccc2n1CC(=O)O,3.5
BDBM50357113,Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O,6.1
BDBM50357111,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,25.0
BDBM50357148,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O,32.0
BDBM50357104,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,1.8
BDBM50357117,Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O,11.0
BDBM50357126,Cc1c(Sc2ccc(Cl)cc2)c2cc(-c3ccccc3)ccc2n1CC(=O)O,3.5
BDBM50357114,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)c(C#N)cc2n1CC(=O)O,178.0
BDBM50357107,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O,501.0
BDBM50357120,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,24.0
BDBM50357108,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1Cc1nn[nH]n1,1468.0
BDBM50357149,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,1.6
BDBM50357116,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,71.0
BDBM50357110,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,42.0
BDBM50357115,Cc1c(Sc2ccc(Cl)cc2)c2ccc(S(C)(=O)=O)cc2n1CC(=O)O,159.0
BDBM50357109,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,60.0
BDBM50309331,Cc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c[nH]c1=N,880.0
BDBM50309320,Cc1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,28.05
BDBM50200261,Cc1cc(C(=O)NN=Cc2ccccc2OCC(=O)O)n[nH]1,11200.0
BDBM120023,Cc1cc(C)nc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)n1,125.0
BDBM120058,Cc1cc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)no1,7.4
BDBM50344998,Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,0.4
BDBM50233521,Cc1cc(S(C)(=O)=O)ccc1Cn1c(C)c(CC(=O)O)c2cccnc21,18.0
BDBM50338162,Cc1cc2c(CC(=O)O)c(C)n(Cc3ccc(S(C)(=O)=O)cc3)c2s1,1800.0
BDBM50338163,Cc1cc2c(CC(=O)O)c(C)n(Cc3ccc(S(C)(=O)=O)cc3Cl)c2s1,330.0
BDBM205710,Cc1ccc(-c2cc(OCC(=O)O)ccc2Cl)c2c1CCN(C(=O)OCc1ccccc1)C2,250.0
BDBM50309446,Cc1ccc(-c2nc(-c3ccc(Cl)cc3)sc2CC(=O)O)c(C)c1,990.0
BDBM50035074,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cc2c(C)cnn2CC2CC2)c1,4.0
BDBM50035072,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cc2ccnn2Cc2ccccc2)c1,1000.0
BDBM50035039,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cn2c(C)nnc2C)c1,8.5
BDBM50035069,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cn2ccnc2-c2ccccc2)c1,30.0
BDBM50035068,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cn2ccnc2C)c1,250.0
BDBM50035065,Cc1ccc(-n2cc(CC(=O)O)c3ccc(C)nc32)c(Cn2nncc2C)c1,150.0
BDBM50035075,Cc1ccc(-n2cc(CC(=O)O)c3ccc(Cc4ccccc4)nc32)c(Cn2c(C)nnc2C)c1,7.0
BDBM50344995,Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,0.2
BDBM50444219,Cc1ccc(C(O)=Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,11.6
BDBM50362159,Cc1ccc(C(c2ccc(C)cc2)c2ccc(=O)n(CCCc3cccc(OCC(=O)O)c3)c2)cc1,6.2
BDBM189184,Cc1ccc(C=CC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)cc1,71.9
BDBM205538,Cc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,25.6
BDBM189191|BDBM189228,Cc1ccc(COC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c(C)c1,4.0
BDBM50387228,Cc1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,220.0
BDBM50309412,Cc1ccc(Cc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,1025.0
BDBM50200274,Cc1ccc(NCC(O)=NN=Cc2ccccc2OCC(=O)O)cc1,31930.0
BDBM155010,Cc1ccc(NS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,2.7
BDBM155023,Cc1ccc(NS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,0.9
BDBM50309423,Cc1ccc(Nc2nc(-c3ccc(Cl)cc3)c(CC(=O)O)s2)cc1,655.0
BDBM189160,Cc1ccc(OCC(=O)N2CCc3ncsc3C2c2cc(Cl)ccc2OCC(=O)O)c(C)n1,83.2
BDBM50345015,Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,751.0
BDBM50200273,Cc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1,317.5
BDBM50356670,Cc1ccc(S(=O)(=O)C(C)C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,190.0
BDBM50356671,Cc1ccc(S(=O)(=O)CC(C)C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,120.0
BDBM50356676,Cc1ccc(S(=O)(=O)CCCO)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,310.0
BDBM50356689,Cc1ccc(S(=O)(=O)N(C)C(C)C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,140.0
BDBM50356682,Cc1ccc(S(=O)(=O)N(C)C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,77.0
BDBM119853,Cc1ccc(S(=O)(=O)N2CCC(c3cc(CC(=O)O)cc4ccc(F)cc34)CC2)cc1,53.0
BDBM50356693,Cc1ccc(S(=O)(=O)N2CCCCC2C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,310.0
BDBM50356688,Cc1ccc(S(=O)(=O)NC(C)C)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,250.0
BDBM50356674,Cc1ccc(S(=O)(=O)c2ccccc2)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,260.0
BDBM50444795,Cc1ccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1C,380.0
BDBM50174356,Cc1ccc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)cc1,2184.0
BDBM50444796,Cc1ccc(S(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1C,720.0
BDBM50356663,Cc1ccc(S(C)(=O)=O)cc1C#Cc1cc(Cl)ccc1OCC(=O)O,64.0
BDBM50444797,Cc1ccc(Sc2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1C,2300.0
BDBM50188312,Cc1ccc2c(-c3ccnc4cc(Cl)ccc34)c(C)n(CC(=O)O)c2c1,125.0
BDBM50435085,Cc1ccc2c(/C=C(\C#N)C(=O)N(C)c3ccccc3)cn(CC(=O)O)c2c1,690.0
BDBM50154764,Cc1ccc2c(CC(=O)O)c(C)n(Cc3ccccc3S(=O)(=O)c3ccccc3)c2n1,14.0
BDBM50035086,Cc1ccc2c(CC(=O)O)cc(-c3ccc(C(F)(F)F)cc3Cc3c(C)noc3C3CC3)n2n1,3.0
BDBM50035028,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(C(=O)C3CC3)C(C)C)c2n1,28.0
BDBM50035029,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CC3CC3)C(=O)C3CC3)c2n1,16.5
BDBM50035032,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CCO)C(=O)C3CC3)c2n1,14.0
BDBM50035030,Cc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CCOc3ccccc3)C(=O)C3CC3)c2n1,32.0
